"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Int.","Src. Zone","Dst. MAC","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","Notes","Message"
"03/04/2021 11:23:23","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:23:32","1257","Network","ICMP","ICMPv6 Packets Dropped","Standard Policy","Notice","34525","D4:AD:71:0D:0C:19","X1","WAN","33:33:00:00:00:01","X1","MULTICAST","fe80::d6ad:71ff:fe0d:c19","","","","","","ff02::1","","","","","","ipv6-icmp","130","0","76","","2 (WAN->MULTICAST)","","","","","","","","","","","","","Drop","","ICMPv6 packet dropped due to policy"
"03/04/2021 11:23:33","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x08ea4a6d3ba528c4 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:23:33","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:23:33","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:23:33","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x08ea4a6d3ba528c4 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:23:33","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:23:34","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","","Source: 98.189.97.190, 9573, Destination: 44.239.242.155, 443, Protocol: 6-[Some details are no longer available]","Nat Mapping"
"03/04/2021 11:23:38","888","Network","TCP","TCP Connection Does Not Exist","Standard Note String","Debug","2048","D4:AD:71:0D:0C:19","X1","WAN","18:B1:69:36:5A:B1","X1","WAN","185.236.11.150","40599","","","","","98.189.97.190","53562","","","","","tcp","","","46","","","","","","","","","","","","","","","Drop","","TCP packet received on non-existent/closed connection; TCP packet dropped"
"03/04/2021 11:23:43","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x08ea4a6d3ba528c4 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:23:43","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:23:43","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:23:43","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x08ea4a6d3ba528c4 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:23:43","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:23:46","712","Network","TCP","TCP Connection Reject","Standard Note String","Debug","2048","D4:AD:71:0D:0C:19","X1","WAN","18:B1:69:36:5A:B1","X0","LAN","4.31.142.71","8041","","0.0.0.0","0","","10.10.96.85","60234","","0.0.0.0","0","","tcp","","","46","","","17","","","","","","","","","","","","Drop","","TCP connection reject received; TCP connection dropped"
"03/04/2021 11:23:49","713","Network","TCP","TCP Connection Abort","Standard Note String","Debug","2048","48:4D:7E:F5:8E:E6","X0","LAN","18:B1:69:36:5A:B0","X1","WAN","98.189.97.190","50313","","0.0.0.0","0","","208.72.34.11","5001","","0.0.0.0","0","","tcp","","","46","","","17","","","","","","","","","","","","Drop","","TCP connection abort received; TCP connection dropped"
"03/04/2021 11:23:53","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x08ea4a6d3ba528c4 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:23:53","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:23:53","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:23:53","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x08ea4a6d3ba528c4 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:23:53","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:24:01","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:AD:71:0D:0C:19","X1","WAN","33:33:00:00:00:0D","","","fe80::d6ad:71ff:fe0d:c19","","","","","","ff02::d","","","","","","103","","","374","","","","","","","","","","","","","","","Drop","","Unhandled link-local or multicast IPv6 packet dropped"
"03/04/2021 11:24:03","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Falied 5 retries; IKEv2 InitSPI: 0x08ea4a6d3ba528c4; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"03/04/2021 11:24:15","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:24:15","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"03/04/2021 11:24:15","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:24:15","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:24:15","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:24:21","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:24:21","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:24:21","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:24:21","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:24:21","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:24:31","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:24:31","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:24:31","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:24:31","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:24:31","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:24:41","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:24:41","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:24:41","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:24:41","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:24:41","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:24:42","888","Network","TCP","TCP Connection Does Not Exist","Standard Note String","Debug","2048","D4:AD:71:0D:0C:19","X1","WAN","18:B1:69:36:5A:B1","X1","WAN","185.236.11.7","48078","","","","","98.189.97.190","1749","","","","","tcp","","","46","","","","","","","","","","","","","","","Drop","","TCP packet received on non-existent/closed connection; TCP packet dropped"
"03/04/2021 11:24:45","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","","Source: 98.189.97.190, 11610, Destination: 44.236.62.77, 443, Protocol: 6-[Some details are no longer available]","Nat Mapping"
"03/04/2021 11:24:51","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:24:51","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:24:51","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:24:51","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0xc2b91ee2f8595c42 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:24:51","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:24:56","712","Network","TCP","TCP Connection Reject","Standard Note String","Debug","2048","D4:AD:71:0D:0C:19","X1","WAN","18:B1:69:36:5A:B1","X0","LAN","4.31.142.71","8041","","0.0.0.0","0","","10.10.96.85","60460","","0.0.0.0","0","","tcp","","","46","","","17","","","","","","","","","","","","Drop","","TCP connection reject received; TCP connection dropped"
"03/04/2021 11:25:01","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Falied 5 retries; IKEv2 InitSPI: 0xc2b91ee2f8595c42; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"03/04/2021 11:25:10","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:25:10","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"03/04/2021 11:25:10","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:25:10","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:25:10","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:25:16","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:25:16","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:25:16","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:25:16","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:25:16","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:25:26","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:25:26","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:25:26","983","VPN","VPN IKEv2","Received Notify Error Payload","Standard Note String","Warning","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; Invalid Syntax","IKEv2 Received notify error payload"
"03/04/2021 11:25:26","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:25:26","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
"03/04/2021 11:25:28","1420","Network","DHCPv6 Server","DHCPv6 Server Get Message","Simple Message String","Debug","","","X0","","","","","fe80::b25a:daff:fec6:b6ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DHCPv6 Server received message (MSG_SOLICIT)"
"03/04/2021 11:25:31","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:AD:71:0D:0C:19","X1","WAN","33:33:00:00:00:0D","","","fe80::d6ad:71ff:fe0d:c19","","","","","","ff02::d","","","","","","103","","","374","","","","","","","","","","","","","","","Drop","","Unhandled link-local or multicast IPv6 packet dropped"
"03/04/2021 11:25:33","713","Network","TCP","TCP Connection Abort","Standard Note String","Debug","2048","D4:AD:71:0D:0C:19","X1","WAN","18:B1:69:36:5A:B1","X0","LAN","104.214.150.122","443","","0.0.0.0","0","","10.10.96.229","54415","","0.0.0.0","0","","tcp","","","46","","","17","","","","","","","","","","","General HTTPS","Drop","","TCP connection abort received; TCP connection dropped"
"03/04/2021 11:25:36","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","Baton Rouge","","","","","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"03/04/2021 11:25:36","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","98.189.97.190","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"03/04/2021 11:25:36","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x6f3cd13b4b084622 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Invalid Syntax)"
"03/04/2021 11:25:36","973","VPN","VPN IKEv2","Initiator: Received IKE_SA_INT Response","Standard Note String","Information","","","","","","","","4.31.139.126","500","","","","","98.189.97.190","500","","","","","udp","","","","","","","","","","","","","","","","","","","VPN Policy: Baton Rouge; ","IKEv2 Initiator: Received IKE_SA_INT response"
