"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"03/04/2021 12:38:30","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve strict.bing.com","Failed to resolve name",""
"03/04/2021 12:38:33","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve webcfs08.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 12:38:35","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve gcsd.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 12:38:44","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:AE:52:B9:7C:71","DELL","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.137","137","","","","","10.10.20.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:38:45","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve gcsd.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 12:38:45","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:AE:52:B9:7C:71","DELL","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.137","137","","","","","10.10.20.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:38:50","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10240, Destination: 172.16.250.38, 137, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:38:54","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 64053, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:38:55","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","107","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 29914, Destination: 192.168.3.21, 161, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:38:55","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve sonicsandboxmia.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 12:38:56","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 64053, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:38:58","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:AE:52:B9:7C:71","DELL","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.137","137","","","","","10.10.20.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:38:58","403","VPN","VPN IKE","Negotiation Aborted","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE negotiation aborted due to Timeout",""
"03/04/2021 12:38:58","351","VPN","VPN IKE","IKE Main Mode Started","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Start Main Mode negotiation (Phase 1)",""
"03/04/2021 12:38:58","241","VPN","VPN IKE","VPN No NAT Device Detected","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","NAT Discovery :  No NAT/NAPT device detected between IPsec Security gateways",""
"03/04/2021 12:38:59","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 12:38:59","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 12:38:59","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:AE:52:B9:7C:71","DELL","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.137","137","","","","","10.10.20.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:39:00","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:AE:52:B9:7C:71","DELL","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.137","137","","","","","10.10.20.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:39:02","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","18:B1:69:94:0F:C0","SONICWALL","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.1","137","","","","","10.10.20.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:39:03","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 12:39:03","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 12:39:03","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 12:39:03","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 12:39:09","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:AD:71:0C:68:19","CISCO SYSTEMS","X8","WAN","33:33:00:00:00:0D","Unknown","","","fe80::d6ad:71ff:fe0c:6819","","","","","","ff02::d","","","","","","103","","","374","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/04/2021 12:39:12","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 1045, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:13","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","59","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 60351, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:14","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 58369, Destination: 141.226.224.48, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:14","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 12:39:14","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 12:39:14","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 12:39:15","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62860, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:15","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","76","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10400, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:15","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 12:39:16","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62100, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:17","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4957, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:18","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","63","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62789, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:20","1257","Network","ICMP","ICMPv6 Packets Dropped","Standard Policy","Notice","34525","D4:AD:71:0C:68:19","CISCO SYSTEMS","X8","WAN","33:33:00:00:00:01","Unknown","X8","MULTICAST","fe80::d6ad:71ff:fe0c:6819","","","","","","ff02::1","","","","","","ipv6-icmp","130","0","76","","","","","","","","","","","","","","Service Multicast Listener Query (IPv6)","drop","","err1: policy not found for packet on Zones(WAN -> MULTICAST)","ICMPv6 packet dropped due to policy",""
"03/04/2021 12:39:20","1324","VPN","VPN IKEv2","Received Dead Peer Detection Request","Standard Note String","Information","","","","","","","","","","72.204.214.50","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: GEC-BB;  IKEv2 InitSPI: 0x9b2357d127af12b3; IKEv2 RespSPI: 0x7a15cdeeabea71f7","IKEv2 Received Dead Peer Detection Request",""
"03/04/2021 12:39:20","1327","VPN","VPN IKEv2","Send Dead Peer Detection Response","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","72.204.214.50","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: GEC-BB;  IKEv2 InitSPI: 0x9b2357d127af12b3; IKEv2 RespSPI: 0x7a15cdeeabea71f7","IKEv2 Send Dead Peer Detection Response",""
"03/04/2021 12:39:26","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","58","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 61945, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:26","1257","Network","ICMP","ICMPv6 Packets Dropped","Standard Policy","Notice","34525","D4:AD:71:0C:68:19","CISCO SYSTEMS","X8","WAN","33:33:00:00:00:16","Unknown","X8","MULTICAST","fe80::d6ad:71ff:fe0c:6819","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","196","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","","err1: policy not found for packet on Zones(WAN -> MULTICAST)","ICMPv6 packet dropped due to policy",""
"03/04/2021 12:39:31","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 12:39:31","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 12:39:31","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 12:39:34","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 12:39:39","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:AD:71:0C:68:19","CISCO SYSTEMS","X8","WAN","33:33:00:00:00:0D","Unknown","","","fe80::d6ad:71ff:fe0c:6819","","","","","","ff02::d","","","","","","103","","","374","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/04/2021 12:39:46","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 40347, Destination: 3.92.156.8, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:47","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 64446, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:49","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10369, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:54","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","C0:B6:58:A7:1A:E3","APPLE","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::ce:3abf:eaf2:6c12","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","","err1: policy not found for packet on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped",""
"03/04/2021 12:39:54","1257","Network","ICMP","ICMPv6 Packets Dropped","Standard Policy","Notice","34525","C0:B6:58:A7:1A:E3","APPLE","X3","WLAN","33:33:00:00:00:16","Unknown","X3","MULTICAST","fe80::ce:3abf:eaf2:6c12","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","","err1: policy not found for packet on Zones(WLAN -> MULTICAST)","ICMPv6 packet dropped due to policy",""
"03/04/2021 12:39:55","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","107","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 29914, Destination: 192.168.0.21, 161, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:55","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","107","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 29914, Destination: 192.168.3.21, 161, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:56","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2164, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:39:56","1257","Network","ICMP","ICMPv6 Packets Dropped","Standard Policy","Notice","34525","C0:B6:58:A7:1A:E3","APPLE","X3","WLAN","33:33:00:00:00:16","Unknown","X3","MULTICAST","fe80::ce:3abf:eaf2:6c12","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","","err1: policy not found for packet on Zones(WLAN -> MULTICAST)","ICMPv6 packet dropped due to policy",""
"03/04/2021 12:39:56","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","C0:B6:58:A7:1A:E3","APPLE","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::ce:3abf:eaf2:6c12","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","","err1: policy not found for packet on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped",""
"03/04/2021 12:39:59","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2164, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:00","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 3582, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:01","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","74","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4044, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:02","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","74","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4044, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:03","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62361, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:05","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve gcsd.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 12:40:05","403","VPN","VPN IKE","Negotiation Aborted","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE negotiation aborted due to Timeout",""
"03/04/2021 12:40:05","351","VPN","VPN IKE","IKE Main Mode Started","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Start Main Mode negotiation (Phase 1)",""
"03/04/2021 12:40:05","241","VPN","VPN IKE","VPN No NAT Device Detected","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","NAT Discovery :  No NAT/NAPT device detected between IPsec Security gateways",""
"03/04/2021 12:40:06","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 12:40:06","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 12:40:08","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:AD:71:0C:68:19","CISCO SYSTEMS","X8","WAN","33:33:00:00:00:0D","Unknown","","","fe80::d6ad:71ff:fe0c:6819","","","","","","ff02::d","","","","","","103","","","374","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/04/2021 12:40:11","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 12:40:11","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 12:40:11","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 12:40:11","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 12:40:12","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","59795","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:40:13","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","59795","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:40:14","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","59795","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:40:15","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve gcsd.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 12:40:15","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","59795","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 12:40:18","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","63","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 8533, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:19","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 1960, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:20","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 60873, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:21","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","84","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10631, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 12:40:21","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 12:40:21","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
