"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"03/04/2021 11:57:54","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","107","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 29914, Destination: 192.168.0.21, 161, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:57:54","12","Log","E-mail","E-mail Check Error on Load","Simple","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","Problem sending log E-mail; check log settings",""
"03/04/2021 11:57:56","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve webcfs05.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 11:58:05","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","1378","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2197, Destination: 172.217.1.130, 443, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:05","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve webcfs08.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 11:58:06","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 64707, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:07","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 49158, Destination: 96.7.169.174, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:08","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","1378","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10960, Destination: 172.217.1.230, 443, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:09","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 1898, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:10","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 53881, Destination: 34.213.114.172, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:12","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","62680","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 11:58:12","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve forcesafesearch.google.com","Failed to resolve name",""
"03/04/2021 11:58:13","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","62680","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 11:58:14","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","62680","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 11:58:14","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","8698","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:58:15","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","D4:BE:D9:58:BF:45","DELL","X3","WLAN","01:00:5E:7F:FF:FA","Unknown","","","10.10.20.103","62680","","","","","239.255.255.250","1900","","","","","udp","","","201","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 11:58:15","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62255, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:15","403","VPN","VPN IKE","Negotiation Aborted","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE negotiation aborted due to Timeout",""
"03/04/2021 11:58:15","351","VPN","VPN IKE","IKE Main Mode Started","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Start Main Mode negotiation (Phase 1)",""
"03/04/2021 11:58:15","241","VPN","VPN IKE","VPN No NAT Device Detected","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","NAT Discovery :  No NAT/NAPT device detected between IPsec Security gateways",""
"03/04/2021 11:58:15","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 11:58:15","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 11:58:16","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62255, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:17","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4086, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:18","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4086, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:18","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve webcfs08.global.sonicwall.com","Failed to resolve name",""
"03/04/2021 11:58:19","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","63","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2655, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:20","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4286, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:22","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 11:58:23","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 11:58:23","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 11:58:23","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 11:58:24","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4383, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:24","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","C0:B6:58:A7:1A:E3","APPLE","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::ce:3abf:eaf2:6c12","5353","","","","","ff02::fb","5353","","","","","udp","","","160","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/04/2021 11:58:25","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62007, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:25","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 9613, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:26","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 59550, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:26","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","33432","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:58:27","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","70","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 64499, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:28","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 6874, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:32","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 11:58:32","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 11:58:32","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 11:58:33","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 11:58:35","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 46646, Destination: 23.44.6.139, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:36","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","24500","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:58:42","662","Wireless","SonicPoint","Non SonicPoint Traffic Drop","Standard","Error","2048","00:E0:81:C3:A5:BE","TYAN COMPUTER CORP.","X3","WLAN","FF:FF:FF:FF:FF:FF","Unknown","","","10.10.20.226","138","","","","","10.10.20.255","138","","","","","udp","","","229","","","","","","","","","","","","","","","drop","","","Drop WLAN traffic from non-SonicPoint devices",""
"03/04/2021 11:58:43","84","Network","DNS","Name Resolve Failed","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","failed in DNS resolve strict.bing.com","Failed to resolve name",""
"03/04/2021 11:58:45","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2381, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:47","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2381, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:50","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10240, Destination: 172.16.250.38, 137, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:58:51","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 11:58:51","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 11:58:51","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 11:58:53","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 11:58:54","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","107","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 29914, Destination: 192.168.3.21, 161, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:01","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4173, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:01","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","C8:21:58:22:65:64","INTEL CORPORATE","X3","WLAN","33:33:00:01:00:03","Unknown","","","fe80::7874:4dc6:5039:5a3c","57406","","","","","ff02::1:3","5355","","","","","udp","","","70","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/04/2021 11:59:01","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","19760","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:59:04","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 1945, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:13","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","51171","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:59:13","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 38943, Destination: 204.79.197.219, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:14","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","58","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 6498, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:15","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 20819, Destination: 208.80.153.240, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:17","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 2886, Destination: 204.79.197.200, 443, Protocol: 6-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:21","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","77","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62306, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:22","1326","VPN","VPN IKEv2","Send Dead Peer Detection Request","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","72.204.214.50","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: GEC-BB;  IKEv2 InitSPI: 0x9b2357d127af12b3; IKEv2 RespSPI: 0x7a15cdeeabea71f7","IKEv2 Send Dead Peer Detection Request",""
"03/04/2021 11:59:22","1325","VPN","VPN IKEv2","Received Dead Peer Detection Response","Standard Note String","Information","","","","","","","","","","72.204.214.50","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: GEC-BB;  IKEv2 InitSPI: 0x9b2357d127af12b3; IKEv2 RespSPI: 0x7a15cdeeabea71f7","IKEv2 Received Dead Peer Detection Response",""
"03/04/2021 11:59:22","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","77","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 62306, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:23","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","27121","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:59:26","403","VPN","VPN IKE","Negotiation Aborted","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE negotiation aborted due to Timeout",""
"03/04/2021 11:59:26","351","VPN","VPN IKE","IKE Main Mode Started","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Start Main Mode negotiation (Phase 1)",""
"03/04/2021 11:59:26","241","VPN","VPN IKE","VPN No NAT Device Detected","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","NAT Discovery :  No NAT/NAPT device detected between IPsec Security gateways",""
"03/04/2021 11:59:26","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 11:59:26","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 11:59:27","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 5605, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:28","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","66","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 59600, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:29","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","66","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 59600, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:30","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10749, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:31","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","1378","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 64093, Destination: 172.217.1.230, 443, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:32","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 10477, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:32","406","VPN","VPN IKE","Duplicate Packet Dropped","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","drop","","VPN Policy: Baton Rouge","Received packet retransmission. Drop duplicate packet",""
"03/04/2021 11:59:32","930","VPN","VPN IKE","Initiator: Peer Timeout - Retransmitting","Standard Note String","Information","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","IKE Initiator: Remote party Timeout - Retransmitting IKE Request.",""
"03/04/2021 11:59:32","605","VPN","VPN IKE","Received Unencrypted Packet","Standard Note String","Warning","","","","","","","","","","4.31.139.126","500","","","","","4.14.22.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received unencrypted packet in crypto active state",""
"03/04/2021 11:59:32","411","VPN","VPN IKE","Notification on Malformed Payload","Standard Note String","Warning","","","","","","","","","","4.14.22.130","500","","","","","4.31.139.126","500","","","","","","","","","","","","","","","","","","","","","","","NA","","VPN Policy: Baton Rouge","Received notify: PAYLOAD_MALFORMED",""
"03/04/2021 11:59:33","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:AD:71:0C:68:19","CISCO SYSTEMS","X8","WAN","33:33:00:00:00:0D","Unknown","","","fe80::d6ad:71ff:fe0c:6819","","","","","","ff02::d","","","","","","103","","","374","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/04/2021 11:59:34","200","Users","Authentication Access","Admin Password Error From CLI","Standard Note String","Warning","","","","","","","","","","202.142.113.63","48854","","","","","","","","","","","","","","","","","","tech","","","","","","","","","","","NA","","","CLI administrator login denied due to bad credentials",""
"03/04/2021 11:59:35","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 7281, Destination: 172.16.250.228, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:36","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 4887, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
"03/04/2021 11:59:36","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","","","","","","","","","","","","NA","","Source: 4.14.22.130, 7281, Destination: 4.2.2.2, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping",""
